ETF_ID,ETF_NAME,N_QUARTERS_AVAILABLE,MEAN_FINANCIAL_MATCH_WEIGHT,PERSISTENT_INTERNAL_FINANCIAL_CAPACITY,SD_INTERNAL_FINANCIAL_CAPACITY,N_INTERNAL_FINANCIAL_CAPACITY,MIN_INTERNAL_FINANCIAL_CAPACITY,MAX_INTERNAL_FINANCIAL_CAPACITY,RANGE_INTERNAL_FINANCIAL_CAPACITY,PERSISTENT_EXTERNAL_FINANCING_DEPENDENCE,SD_EXTERNAL_FINANCING_DEPENDENCE,N_EXTERNAL_FINANCING_DEPENDENCE,MIN_EXTERNAL_FINANCING_DEPENDENCE,MAX_EXTERNAL_FINANCING_DEPENDENCE,RANGE_EXTERNAL_FINANCING_DEPENDENCE,PERSISTENT_GROWTH_DURATION_EXPOSURE_FINAL,SD_GROWTH_DURATION_EXPOSURE_FINAL,N_GROWTH_DURATION_EXPOSURE_FINAL,MIN_GROWTH_DURATION_EXPOSURE_FINAL,MAX_GROWTH_DURATION_EXPOSURE_FINAL,RANGE_GROWTH_DURATION_EXPOSURE_FINAL,PERSISTENT_PORTFOLIO_CONCENTRATION_FINAL,SD_PORTFOLIO_CONCENTRATION_FINAL,N_PORTFOLIO_CONCENTRATION_FINAL,MIN_PORTFOLIO_CONCENTRATION_FINAL,MAX_PORTFOLIO_CONCENTRATION_FINAL,RANGE_PORTFOLIO_CONCENTRATION_FINAL,PERSISTENT_FINANCIAL_ARCHITECTURE_RISK_FINAL,SD_FINANCIAL_ARCHITECTURE_RISK_FINAL,N_FINANCIAL_ARCHITECTURE_RISK_FINAL,MIN_FINANCIAL_ARCHITECTURE_RISK_FINAL,MAX_FINANCIAL_ARCHITECTURE_RISK_FINAL,RANGE_FINANCIAL_ARCHITECTURE_RISK_FINAL,PERSISTENT_EXTENDED_ARCHITECTURE_RISK_FINAL,SD_EXTENDED_ARCHITECTURE_RISK_FINAL,N_EXTENDED_ARCHITECTURE_RISK_FINAL,MIN_EXTENDED_ARCHITECTURE_RISK_FINAL,MAX_EXTENDED_ARCHITECTURE_RISK_FINAL,RANGE_EXTENDED_ARCHITECTURE_RISK_FINAL,AVAILABLE_ALL_THREE_QUARTERS
S000053601,iShares MSCI Global Sustainable Development Goals ETF,3,0.22562638123732418,-0.037101044914117774,0.5105789336868901,3,-0.5450472845287508,0.4760704752950089,1.0211177598237597,1.0083067260307201,0.1310954761070182,3,0.9093521337616531,1.1569909541678753,0.2476388204062222,-0.13321168357910285,0.9288154931353418,3,-0.8886480086522246,0.9038130763446377,1.7924610849968623,0.005944392499022871,0.10320946998004939,3,-0.11084600394555555,0.08488702772210042,0.195733031667656,0.30406536245524507,0.19417447311363126,3,0.1885838032127265,0.5282445184058348,0.33966071519310825,0.2295351199661895,0.16416400678397142,3,0.11372635142315599,0.4174051457349011,0.30367879431174516,1
S000054183,iShares ESG Aware MSCI EM ETF,3,0.003934487542501959,-0.9096553895941154,0.0,3,-0.9096553895941153,-0.9096553895941153,0.0,0.9284594534001828,0.0,3,0.9284594534001828,0.9284594534001828,0.0,-0.6298678650220123,0.0,3,-0.6298678650220123,-0.6298678650220123,0.0,-0.42477339328176456,0.21693851279854748,3,-0.6746773614837015,-0.2848774022569651,0.3897999592267364,0.4027489926574286,0.0,3,0.4027489926574286,0.4027489926574286,0.0,0.1958683961726303,0.05423462819963686,3,0.13339240412214606,0.23084239392883016,0.0974499898066841,1
S000055381,iShares ESG Aware MSCI USA ETF,3,0.9114326095109325,-0.09855898665168407,0.10791613045713822,3,-0.18990397040473542,0.020516241346924702,0.21042021175166012,-0.4086634516686338,0.010183830063719892,3,-0.420251516906286,-0.4011379593180602,0.019113557588225805,-0.08886218182745252,0.1588476582888143,3,-0.26280012209190806,0.04852279019166563,0.31132291228357367,-0.2922799123369972,0.19407383490742683,3,-0.47423182391339647,-0.0880132693721995,0.38621855454119697,-0.13298888228146744,0.02310754943324127,3,-0.1591656768229093,-0.11542383319705322,0.04374184362585608,-0.17281163979534986,0.0616747696223562,3,-0.2379322135955311,-0.11528616996137969,0.12264604363415141,1
S000055811,Nuveen ESG Large-Cap Growth ETF,3,0.9487805470857372,1.0889031924649382,0.21619275320702633,3,0.8616406352966652,1.2919945410313707,0.43035390573470544,-0.9453291196692213,0.05897544217850441,3,-1.0050407963535553,-0.8871185721800838,0.11792222417347142,0.6638260574573095,0.3152073115887156,3,0.4301325998032182,1.022325791989317,0.5921931921860988,0.7731590443714292,0.3528848370046924,3,0.44361883186562173,1.1454867196119485,0.7018678877463267,-0.4568020848922832,0.09072848277222743,3,-0.5466977775440203,-0.36526313514367215,0.18143464240034812,-0.1493118025763551,0.14009458037374192,3,-0.23292929852546246,0.01242432854523301,0.24535362707069547,1
S000055812,Nuveen ESG Large-Cap Value ETF,3,0.9469302391539774,-1.1223738784016675,0.005670673123614866,3,-1.1279826871434702,-1.116643302120523,0.011339385022947068,0.7711527889889814,0.10332179804463548,3,0.6843037601468125,0.8854174656985271,0.2011137055517146,-1.1754785733217095,0.006229050301751594,3,-1.182654626495939,-1.1714671517745094,0.011187474721429558,-0.6842829918029856,0.08451497760315829,3,-0.7597954924235216,-0.5929900426144014,0.16680544980912027,0.2393493646896464,0.03193504794498373,3,0.21360643183859107,0.2750861617145324,0.0614797298759413,0.00844127556648839,0.010150001534818263,3,-0.002999234705896664,0.016365748180018874,0.019364982885915538,1
S000060054,Xtrackers MSCI Emerging Markets Climate Selection ETF,3,0.007270223053018591,-0.9096553895941153,0.0,2,-0.9096553895941153,-0.9096553895941153,0.0,0.20212705031808142,1.258044625321797,3,-1.2505377558461213,0.9284594534001828,2.178997209246304,0.19946386502126257,1.4364446927639483,3,-0.6298678650220123,1.8581273251078123,2.4879951901298245,0.5626160985365806,0.46314642936508665,3,0.08190646816496175,1.005932248672216,0.9240257805072543,0.36976425664856755,0.057131238641593945,3,0.3037947846308455,0.4027489926574286,0.09895420802658306,0.43748103556616447,0.10838941045606744,3,0.32253836153431187,0.537840605977969,0.21530224444365714,1
S000060056,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,3,0.000866240868370643,-0.264940525131627,0.0,3,-0.264940525131627,-0.264940525131627,0.0,3.0741472482649197,0.0,3,3.0741472482649197,3.0741472482649197,0.0,1.8317311333440267,0.0,3,1.8317311333440267,1.8317311333440267,0.0,-0.5097392696588013,0.11978347959024851,3,-0.6314548576883047,-0.3919862323831087,0.23946862530519597,1.723606302246858,0.0,3,1.723606302246858,1.723606302246858,0.0,1.165269909270443,0.029945869897562222,3,1.1348410122630672,1.1947081685893663,0.05986715632629913,1
S000060822,Invesco Solar ETF,3,0.4872517723311514,-1.0122945898108355,0.2557669151333393,3,-1.297292742832024,-0.8027227583418515,0.49456998449017253,1.5581140148259864,0.41253870096887707,3,1.308762206913844,2.034295163003674,0.7255329560898298,-1.663925959906268,0.2779509460919339,3,-1.8374999497545403,-1.3433425129784389,0.49415743677610147,1.2974719436372553,0.04881583067172039,3,1.2683951098621116,1.353830076298366,0.08543496643625437,0.30216088157685134,0.3125996232200106,3,0.10769067197215614,0.662748464285753,0.5550577923135969,0.5509886470919523,0.22830193556513476,3,0.41913140882001154,0.8146090094021368,0.3954776005821252,1
S000061920,Amplify Lithium & Battery Technology ETF,3,0.16700023303108757,-0.264940525131627,0.0,3,-0.264940525131627,-0.264940525131627,0.0,3.0741472482649197,0.0,3,3.0741472482649197,3.0741472482649197,0.0,-0.5904116342088147,0.20407814895779813,3,-0.7736866633367869,-0.3704947812631276,0.4031918820736593,0.39713775866027684,0.26383948784679306,3,0.15586831255520792,0.6788720351863482,0.5230037226311403,0.916225379729244,0.06802604965259935,3,0.8551337033532533,0.9895309973778064,0.13439729402455303,0.7864534744620023,0.0610153478992413,3,0.7169756569813063,0.8313164800931734,0.11434082311186711,1
S000062205,ALPS Clean Energy ETF,3,0.7740977885845263,-0.5035955327395375,0.27290966022839397,3,-0.8187137936069295,-0.3437905401306268,0.4749232534763027,2.7964221609213276,0.39633346205360614,3,2.342548831658954,3.0741472482649197,0.7315984166059657,-0.8579924215240607,0.20687643270278624,3,-1.0818109660577275,-0.6737865189764617,0.40802444708126584,0.867568747657034,0.03337233372710987,3,0.8431696981992074,0.9055990185532474,0.06242932035404003,0.8140084240456015,0.1252168996667116,3,0.6708509509377064,0.9031577434631038,0.23230679252539743,0.8273985049484596,0.0859852177292389,3,0.7295379678415916,0.8908526891519897,0.16131472131039803,1
