CHANNEL,SHOCK,HORIZON_MONTHS,ARCHITECTURE_COLUMN,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,N_OBSERVATIONS,N_ETFS,N_DATES,COVARIANCE_METHOD,MONTH_FE,COVARIANCE_STATUS,TARGET_VARIANCE,NEGATIVE_DIAGONAL_COUNT,ZERO_DIAGONAL_COUNT,NONFINITE_COV_ELEMENTS,MIN_COV_EIGENVALUE,REGRESSORS,DESIGN_RANK,N_REGRESSORS,CONDITION_NUMBER,WITHIN_ITERATIONS,WITHIN_CONVERGENCE,DF_INFERENCE
EXTERNAL_FINANCING_DEPENDENCE,CPU_AND_VIX_STRESS,0,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.016124357944374966,0.010765567798573315,-1.4977712505337446,0.1358434910869231,-0.037359031225322706,0.00511031533657277,883,11,192,DATE_CLUSTER,False,VALID,0.00011589745002567869,0,0,0,2.74406495046071e-06,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,36.21488107687065,1,5.733428077339427e-17,191
EXTERNAL_FINANCING_DEPENDENCE,CPU_AND_VIX_STRESS,3,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.038756280493261026,0.032755891425492394,-1.1831850334898475,0.23822985800789773,-0.10337260546402241,0.02586004447750035,850,11,189,DK,False,VALID,0.0010729484230786463,0,0,0,5.533093622736805e-05,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,36.25357477366504,1,8.823007683932861e-17,188
EXTERNAL_FINANCING_DEPENDENCE,CPU_AND_VIX_STRESS,6,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.08870158057222646,0.048210936874162384,-1.8398642781771821,0.06739051793024353,-0.1838154890099321,0.006412327865479198,817,11,186,DK,False,VALID,0.0023242944342844706,0,0,0,0.0001026334609440172,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,36.32495774107429,1,1.15234899006381e-16,185
EXTERNAL_FINANCING_DEPENDENCE,CPU_AND_VIX_STRESS,9,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.09283720882398046,0.047906189730335245,-1.9378959033595173,0.05418342190183289,-0.1873601489867377,0.0016857313387767803,784,11,183,DK,False,VALID,0.002295003014478878,0,0,0,9.239603283898942e-05,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,36.22631032439688,1,1.0507467911630945e-16,182
EXTERNAL_FINANCING_DEPENDENCE,CPU_AND_VIX_STRESS,12,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,-0.06262650517285537,0.03946777096017218,-1.5867758337822826,0.11432833863929447,-0.14050847207017386,0.015255461724463112,751,11,180,DK,False,VALID,0.0015577049445646104,0,0,0,0.0001121983038372937,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,36.67930228999634,1,8.589075596634034e-17,179
EXTERNAL_FINANCING_DEPENDENCE,EXTREME_CPU_REGIME,0,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,0.006878752322219652,0.005891778097809868,1.1675172092405635,0.24445698061284396,-0.004742556027853274,0.018500060672292578,883,11,192,DATE_CLUSTER,False,VALID,3.4713049153832064e-05,0,0,0,4.3087275343906025e-06,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,26.17075494610017,1,2.976730476557257e-17,191
EXTERNAL_FINANCING_DEPENDENCE,EXTREME_CPU_REGIME,3,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,0.0380162946749868,0.0249185422310536,1.5256227399855968,0.1287843751236685,-0.011139583932740525,0.08717217328271412,850,11,189,DK,False,VALID,0.0006209337469208018,0,0,0,0.0001430464507497173,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,25.15492051359457,1,4.4147692038035636e-17,188
EXTERNAL_FINANCING_DEPENDENCE,EXTREME_CPU_REGIME,6,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,0.076784476376396,0.03753073038817126,2.045909460919965,0.042180554860959715,0.0027412263342289217,0.15082772641856307,817,11,186,DK,False,VALID,0.0014085557234696016,0,0,0,0.00025101232414319937,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,23.227962573909124,1,6.984756850150923e-17,185
EXTERNAL_FINANCING_DEPENDENCE,EXTREME_CPU_REGIME,9,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,0.09206853281023696,0.038632695946205,2.383176492224098,0.01819361669665366,0.015842975574220583,0.16829409004625334,784,11,183,DK,False,VALID,0.0014924851960719239,0,0,0,0.0005192456482100375,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,21.75369890554184,1,3.3313771242738275e-17,182
EXTERNAL_FINANCING_DEPENDENCE,EXTREME_CPU_REGIME,12,EXTERNAL_FINANCING_DEPENDENCE_MAIN,RELIABLE_ESTIMATE,0.05912369772200886,0.03998097967607964,1.4787956223439465,0.14095253941498181,-0.019770986723104608,0.1380183821671223,751,11,180,DK,False,VALID,0.0015984787358590928,0,0,0,0.0006158660116984456,EXTREME_CPU_REGIME|EXTREME_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,6,6,18.39536021309256,1,3.067526998797869e-17,179
