CHANNEL,EXPECTED_SIGN,name,family,kind,a,b,description,MODEL_VARIANT,FOCAL_REGRESSOR,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,N_OBSERVATIONS,N_ETFS,N_DATES,COVARIANCE_METHOD,MONTH_FE,COVARIANCE_STATUS,TARGET_VARIANCE,NEGATIVE_DIAGONAL_COUNT,ZERO_DIAGONAL_COUNT,NONFINITE_COV_ELEMENTS,MIN_COV_EIGENVALUE,REGRESSORS,DESIGN_RANK,N_REGRESSORS,CONDITION_NUMBER,WITHIN_ITERATIONS,WITHIN_CONVERGENCE,DF_INFERENCE,cont,binary,cpu,vix,SAMPLE_WINDOW,ERROR_MESSAGE,shock,HOLM_P_WITHIN_FAMILY,BH_Q_WITHIN_FAMILY,EXPECTED_SIGN_MATCH
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_VIX_CONTINUOUS,SAMPLE_WINDOW_STABILITY,CONTINUOUS,,,PRE_2020,ETF_FE_DATE_CLUSTER,CPU_VIX_X_ARCH,RELIABLE_ESTIMATE,-0.00375161293563992,0.0058872365534680055,-0.6372451491574515,0.5251892809820559,-0.015408929307834697,0.007905703436554858,422,11,120,DATE_CLUSTER,False,VALID,3.465955423648984e-05,0.0,0.0,0.0,2.3379258727056373e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,48.13821357208148,1.0,8.57660440824173e-17,119.0,,,,,PRE_2020,,,1.0,0.728834104219996,False
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_AND_VIX_STRESS,SAMPLE_WINDOW_STABILITY,BINARY_PAIR,HIGH_CPU_REGIME,HIGH_VIX_REGIME,PRE_2020,ETF_FE_DATE_CLUSTER,CPU_AND_VIX_STRESS_AB_X_ARCH,ESTIMATION_ERROR,,,,,,,422,11,120,DATE_CLUSTER,False,,,,,,,,,,,,,,,,,,PRE_2020,ValueError: focal regressor has no within variation,,,,False
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_VIX_CONTINUOUS,SAMPLE_WINDOW_STABILITY,CONTINUOUS,,,POST_2020,ETF_FE_DATE_CLUSTER,CPU_VIX_X_ARCH,RELIABLE_ESTIMATE,-0.00011616062487712242,0.002121525011148531,-0.054753361033550337,0.9564887376514272,-0.004346361350575353,0.004114040100821107,1355,23,72,DATE_CLUSTER,False,VALID,4.500868372928775e-06,0.0,0.0,0.0,2.4312026699768076e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,53.9721095391878,1.0,2.5096775826028444e-16,71.0,,,,,POST_2020,,,1.0,0.9567186396793698,False
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_AND_VIX_STRESS,SAMPLE_WINDOW_STABILITY,BINARY_PAIR,HIGH_CPU_REGIME,HIGH_VIX_REGIME,POST_2020,ETF_FE_DATE_CLUSTER,CPU_AND_VIX_STRESS_AB_X_ARCH,RELIABLE_ESTIMATE,-0.009978541198635222,0.007351491353456172,-1.357349239612992,0.17896934317461566,-0.024636998626633617,0.0046799162293631735,1355,23,72,DATE_CLUSTER,False,VALID,5.404442511994086e-05,0.0,0.0,0.0,1.1475618516486e-06,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS_AB|CPU_AND_VIX_STRESS_A_X_ARCH|CPU_AND_VIX_STRESS_B_X_ARCH|CPU_AND_VIX_STRESS_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,26.954188023898148,1.0,3.236443503519829e-17,71.0,,,,,POST_2020,,,1.0,0.41965225296116776,False
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_VIX_CONTINUOUS,SAMPLE_WINDOW_STABILITY,CONTINUOUS,,,POST_2015,ETF_FE_DATE_CLUSTER,CPU_VIX_X_ARCH,RELIABLE_ESTIMATE,-0.00013417646215982054,0.0017761760492285355,-0.07554232150472852,0.9398984681064328,-0.0036478763752016657,0.0033795234508820246,1657,23,132,DATE_CLUSTER,False,VALID,3.154801357853089e-06,0.0,0.0,0.0,2.0744172750694025e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,50.28688629374685,1.0,9.252975238426923e-17,131.0,,,,,POST_2015,,,1.0,0.9567186396793698,False
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_AND_VIX_STRESS,SAMPLE_WINDOW_STABILITY,BINARY_PAIR,HIGH_CPU_REGIME,HIGH_VIX_REGIME,POST_2015,ETF_FE_DATE_CLUSTER,CPU_AND_VIX_STRESS_AB_X_ARCH,RELIABLE_ESTIMATE,-0.007227945286258707,0.00630043781758379,-1.1472131771678393,0.2533844331704585,-0.019691714191027505,0.005235823618510091,1657,23,132,DATE_CLUSTER,False,VALID,3.969551669323999e-05,0.0,0.0,0.0,9.309646364736767e-07,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS_AB|CPU_AND_VIX_STRESS_A_X_ARCH|CPU_AND_VIX_STRESS_B_X_ARCH|CPU_AND_VIX_STRESS_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,25.76926386850227,1.0,2.345069756299365e-17,131.0,,,,,POST_2015,,,1.0,0.48687090142654266,False
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_VIX_CONTINUOUS,SAMPLE_WINDOW_STABILITY,CONTINUOUS,,,POST_2017,ETF_FE_DATE_CLUSTER,CPU_VIX_X_ARCH,RELIABLE_ESTIMATE,-0.00014691676660979263,0.0017792306908843056,-0.08257319714779239,0.9343451870933911,-0.003674034099925045,0.0033802005667054598,1609,23,108,DATE_CLUSTER,False,VALID,3.1656618513846434e-06,0.0,0.0,0.0,2.1094849618369748e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,51.07203179996253,1.0,1.3061853235645875e-16,107.0,,,,,POST_2017,,,1.0,0.9567186396793698,False
INTERNAL_FINANCIAL_CAPACITY,POSITIVE,CPU_AND_VIX_STRESS,SAMPLE_WINDOW_STABILITY,BINARY_PAIR,HIGH_CPU_REGIME,HIGH_VIX_REGIME,POST_2017,ETF_FE_DATE_CLUSTER,CPU_AND_VIX_STRESS_AB_X_ARCH,RELIABLE_ESTIMATE,-0.007257187143766471,0.006306014632196523,-1.150835760309461,0.2523651286347516,-0.019758125682717433,0.005243751395184491,1609,23,108,DATE_CLUSTER,False,VALID,3.9765820541476646e-05,0.0,0.0,0.0,9.658555140075508e-07,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS_AB|CPU_AND_VIX_STRESS_A_X_ARCH|CPU_AND_VIX_STRESS_B_X_ARCH|CPU_AND_VIX_STRESS_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,26.029338641534263,1.0,2.8152330270171775e-17,107.0,,,,,POST_2017,,,1.0,0.48687090142654266,False
EXTERNAL_FINANCING_DEPENDENCE,NEGATIVE,CPU_VIX_CONTINUOUS,SAMPLE_WINDOW_STABILITY,CONTINUOUS,,,FULL_SAMPLE,ETF_FE_DATE_CLUSTER,CPU_VIX_X_ARCH,RELIABLE_ESTIMATE,-0.0065355912218848615,0.0022703908290000164,-2.8786194598766213,0.0044495389718504615,-0.011013850834003462,-0.0020573316097662617,883,11,192,DATE_CLUSTER,False,VALID,5.154674516407381e-06,0.0,0.0,0.0,4.954434678419203e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,71.19006915236682,1.0,9.316820625676569e-17,191.0,,,,,FULL_SAMPLE,,,0.30175252536157543,0.08353818036245594,True
EXTERNAL_FINANCING_DEPENDENCE,NEGATIVE,CPU_AND_VIX_STRESS,SAMPLE_WINDOW_STABILITY,BINARY_PAIR,HIGH_CPU_REGIME,HIGH_VIX_REGIME,FULL_SAMPLE,ETF_FE_DATE_CLUSTER,CPU_AND_VIX_STRESS_AB_X_ARCH,RELIABLE_ESTIMATE,-0.016124357944374956,0.010765567798573315,-1.4977712505337435,0.13584349108692334,-0.03735903122532269,0.005110315336572781,883,11,192,DATE_CLUSTER,False,VALID,0.00011589745002567871,0.0,0.0,0.0,2.7440649504607404e-06,HIGH_CPU_REGIME|HIGH_VIX_REGIME|CPU_AND_VIX_STRESS_AB|CPU_AND_VIX_STRESS_A_X_ARCH|CPU_AND_VIX_STRESS_B_X_ARCH|CPU_AND_VIX_STRESS_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10.0,10.0,36.21488107687065,1.0,5.733428077339427e-17,191.0,,,,,FULL_SAMPLE,,,1.0,0.36949429575643145,True
