MODEL,CHANNEL,CHANNEL_ROLE,QUALITY,COVARIANCE,PARAMETER,COEFFICIENT,STD_ERROR,TEST_STATISTIC,P_VALUE,SIGNIFICANCE,CI_LOWER_95,CI_UPPER_95,EXPECTED_SIGN,EXPECTED_SIGN_MATCH,N_OBSERVATIONS,N_ETFS,N_MONTHS,R_SQUARED,ADJ_R_SQUARED,COEFFICIENT_WITH_STARS
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_POOLED_HC3,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,HC3,CPU_Z,0.0004292115382372346,0.0005406703589225455,0.7938506913761143,0.42737209222834655,,-0.0006310943001360718,0.001489517376610541,NEGATIVE,,2106,26,192,0.6365555294028167,0.635516621911829,0.000429
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_POOLED_HC3,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,HC3,CPU_Z_X_FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE,0.0012510982472359444,0.0022554616199314402,0.554697200865681,0.5791608901633698,,-0.0031720758446561843,0.005674272339128073,NEGATIVE,0.0,2106,26,192,0.6365555294028167,0.635516621911829,0.001251
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_DATE,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_DATE,CPU_Z,1.5116557015832136e-05,0.0010218404135842758,0.014793461694090067,0.988212396909024,,-0.002000424818387158,0.0020306579324188227,NEGATIVE,,2106,26,192,0.6405095357518138,0.6351362453025883,0.000015
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_DATE,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_DATE,CPU_Z_X_FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE,0.0032916845405613847,0.0033384753827087215,0.9859843680772112,0.3253881474931193,,-0.0032933312556051113,0.00987670033672788,NEGATIVE,0.0,2106,26,192,0.6405095357518138,0.6351362453025883,0.003292
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_ETF,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_ETF,CPU_Z,1.5116557015832136e-05,0.00040635335751994364,0.037200521999108185,0.9706205850598398,,-0.0008217838488372359,0.0008520169628689002,NEGATIVE,,2106,26,192,0.6405095357518138,0.6351362453025883,0.000015
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_ETF,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_ETF,CPU_Z_X_FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE,0.0032916845405613847,0.001365150820363269,2.4112240870832586,0.02357444228312933,**,0.0004801037957004408,0.006103265285422328,NEGATIVE,0.0,2106,26,192,0.6405095357518138,0.6351362453025883,0.003292**
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_TWO_WAY_CLUSTER,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,TWO_WAY_CLUSTER,CPU_Z,1.5116557015832136e-05,0.0009712358979095728,0.015564248653049237,0.9875820276682744,,-0.0018885058028869305,0.001918738916918595,NEGATIVE,,2106,26,192,0.6405095357518138,0.6351362453025883,0.000015
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_TWO_WAY_CLUSTER,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,TWO_WAY_CLUSTER,CPU_Z_X_FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE,0.0032916845405613847,0.0024935402846869856,1.3200847649327592,0.186806718755967,,-0.0015956544174251072,0.008179023498547877,NEGATIVE,0.0,2106,26,192,0.6405095357518138,0.6351362453025883,0.003292
FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_AND_MONTH_FE_CLUSTER_ETF,FINANCIAL_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_ETF,CPU_Z_X_FINANCIAL_ARCHITECTURE_RISK_FINAL_MODERATE,0.002881504642340849,0.0011412147905008208,2.5249450553267927,0.01828749607729225,**,0.0005311287843321306,0.005231880500349567,NEGATIVE,0.0,2106,26,192,0.7064542889104715,0.6727151897015585,0.002882**
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_POOLED_HC3,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,HC3,CPU_Z,-0.0002156346779626805,0.000619629949734998,-0.34800557664280535,0.7279058825206001,,-0.0014314912621819652,0.0010002219062566042,NEGATIVE,,1055,14,192,0.7456378385331714,0.7441815666163767,-0.000216
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_POOLED_HC3,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,HC3,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN,-0.0011228007040080532,0.003275912722351744,-0.34274438886821323,0.7318594978875445,,-0.0075508954959117485,0.005305294087895642,NEGATIVE,1.0,1055,14,192,0.7456378385331714,0.7441815666163767,-0.001123
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_ETF_FE_CLUSTER_DATE,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,CLUSTER_DATE,CPU_Z,-4.794655228960136e-05,0.0009080875520918032,-0.052799481921269854,0.9579468557723897,,-0.0018391147321714352,0.0017432216275922326,NEGATIVE,,1055,14,192,0.7487404472351797,0.7441279530298353,-0.000048
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_ETF_FE_CLUSTER_DATE,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,CLUSTER_DATE,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN,0.0015341273094651086,0.004487595142191353,0.34185956193810607,0.7328324248547621,,-0.007317483533971317,0.010385738152901534,NEGATIVE,0.0,1055,14,192,0.7487404472351797,0.7441279530298353,0.001534
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_ETF_FE_CLUSTER_ETF,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,CLUSTER_ETF,CPU_Z,-4.794655228960136e-05,0.0007248331904366012,-0.06614839513726033,0.9482661503006619,,-0.00161385345807276,0.0015179603534935574,NEGATIVE,,1055,14,192,0.7487404472351797,0.7441279530298353,-0.000048
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_ETF_FE_CLUSTER_ETF,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,CLUSTER_ETF,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN,0.0015341273094651086,0.004314874495625892,0.35554390076010234,0.7278848216725151,,-0.0077875923074557625,0.01085584692638598,NEGATIVE,0.0,1055,14,192,0.7487404472351797,0.7441279530298353,0.001534
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_ETF_FE_TWO_WAY_CLUSTER,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,TWO_WAY_CLUSTER,CPU_Z,-4.794655228960136e-05,0.0009201747945518167,-0.05210591789025732,0.9584442975793166,,-0.001851489149611162,0.0017555960450319594,NEGATIVE,,1055,14,192,0.7487404472351797,0.7441279530298353,-0.000048
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_ETF_FE_TWO_WAY_CLUSTER,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,TWO_WAY_CLUSTER,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN,0.0015341273094651086,0.004684637138854218,0.3274804993413705,0.7433044898468573,,-0.00764776148268916,0.010716016101619378,NEGATIVE,0.0,1055,14,192,0.7487404472351797,0.7441279530298353,0.001534
EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN_ETF_AND_MONTH_FE_CLUSTER_ETF,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MAIN,CLUSTER_ETF,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MAIN,0.0011137077234603886,0.004075662371915719,0.27325809201828044,0.788947800840165,,-0.007691225519151124,0.009918640966071902,NEGATIVE,0.0,1055,14,192,0.7811136605224793,0.7282612463965763,0.001114
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_POOLED_HC3,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,HC3,CPU_Z,0.0003493268040937945,0.0005138480587096183,0.6798250925984392,0.49669018244616014,,-0.0006583779603625997,0.0013570315685501886,NEGATIVE,,2106,26,192,0.6366044055804856,0.6355656378022496,0.000349
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_POOLED_HC3,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,HC3,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE,0.0019084326824015594,0.002712270233578684,0.7036292544801086,0.48174173070871334,,-0.0034105864138932896,0.007227451778696409,NEGATIVE,0.0,2106,26,192,0.6366044055804856,0.6355656378022496,0.001908
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_DATE,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_DATE,CPU_Z,-1.1170631853118699e-05,0.0009061876456237407,-0.012327062620049083,0.9901775424290175,,-0.0017985913184425863,0.001776250054736349,NEGATIVE,,2106,26,192,0.6403255463922761,0.6349495058610132,-0.000011
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_DATE,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_DATE,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE,0.0037357142898301605,0.004767588153705938,0.7835648066467985,0.4342660759828105,,-0.005668172126219237,0.01313960070587956,NEGATIVE,0.0,2106,26,192,0.6403255463922761,0.6349495058610132,0.003736
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_ETF,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_ETF,CPU_Z,-1.1170631853118699e-05,0.0003222947699183341,-0.03465967460765563,0.9726263738312076,,-0.0006749491358506815,0.0006526078721444442,NEGATIVE,,2106,26,192,0.6403255463922761,0.6349495058610132,-0.000011
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_CLUSTER_ETF,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_ETF,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE,0.0037357142898301605,0.002335534511626766,1.5995114913665436,0.12227012301494779,,-0.0010744090781510088,0.00854583765781133,NEGATIVE,0.0,2106,26,192,0.6403255463922761,0.6349495058610132,0.003736
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_TWO_WAY_CLUSTER,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,TWO_WAY_CLUSTER,CPU_Z,-1.1170631853118699e-05,0.0008401542886743331,-0.013295929097433606,0.9893916960116053,,-0.0016578730376548116,0.0016355317739485742,NEGATIVE,,2106,26,192,0.6403255463922761,0.6349495058610132,-0.000011
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_FE_TWO_WAY_CLUSTER,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,TWO_WAY_CLUSTER,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE,0.0037357142898301605,0.0042739754355588305,0.8740607769407334,0.38208515633486984,,-0.0046412775638651465,0.012112706143525468,NEGATIVE,0.0,2106,26,192,0.6403255463922761,0.6349495058610132,0.003736
EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE_ETF_AND_MONTH_FE_CLUSTER_ETF,EXTENDED_ARCHITECTURE_RISK_FINAL,COMPOSITE_ROBUSTNESS,MODERATE,CLUSTER_ETF,CPU_Z_X_EXTENDED_ARCHITECTURE_RISK_FINAL_MODERATE,0.003083141142108921,0.001895060980232417,1.6269350560586149,0.11629101975078025,,-0.0008198100064981968,0.006986092290716039,NEGATIVE,0.0,2106,26,192,0.7062792896595871,0.6725200766596562,0.003083
PCA_COMPONENT_1_MAIN_POOLED_HC3,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,HC3,CPU_Z,-0.00010414313300968894,0.0005233479541006547,-0.19899405776536055,0.8423224259211358,,-0.0011315781594629039,0.0009232918934435261,DATA_DRIVEN,,742,9,192,0.8625536258172288,0.8614316145994103,-0.000104
PCA_COMPONENT_1_MAIN_POOLED_HC3,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,HC3,CPU_Z_X_PCA_COMPONENT_1,-0.00015673012307198782,0.0005408214675809874,-0.2898001142096262,0.7720508936688055,,-0.0012184690951969643,0.0009050088490529886,DATA_DRIVEN,1.0,742,9,192,0.8625536258172288,0.8614316145994103,-0.000157
PCA_COMPONENT_1_MAIN_ETF_FE_CLUSTER_DATE,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,CLUSTER_DATE,CPU_Z,0.00032193053619754774,0.0006767842640447015,0.4756767456051317,0.6348482720037548,,-0.0010130006999032016,0.001656861772298297,DATA_DRIVEN,,742,9,192,0.866952448792905,0.8643903226348592,0.000322
PCA_COMPONENT_1_MAIN_ETF_FE_CLUSTER_DATE,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,CLUSTER_DATE,CPU_Z_X_PCA_COMPONENT_1,0.0011948785171655447,0.0007071858276466563,1.689624523644389,0.09273138348043346,*,-0.00020001864756955087,0.00258977568190064,DATA_DRIVEN,1.0,742,9,192,0.866952448792905,0.8643903226348592,0.001195*
PCA_COMPONENT_1_MAIN_ETF_FE_CLUSTER_ETF,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,CLUSTER_ETF,CPU_Z,0.00032193053619754774,0.00083550910489081,0.38531062595615856,0.7100500072253935,,-0.0016047569146813913,0.002248617987076487,DATA_DRIVEN,,742,9,192,0.866952448792905,0.8643903226348592,0.000322
PCA_COMPONENT_1_MAIN_ETF_FE_CLUSTER_ETF,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,CLUSTER_ETF,CPU_Z_X_PCA_COMPONENT_1,0.0011948785171655447,0.0009381024685611979,1.2737185512347853,0.23852085695693498,,-0.0009683896545818137,0.003358146688912903,DATA_DRIVEN,1.0,742,9,192,0.866952448792905,0.8643903226348592,0.001195
PCA_COMPONENT_1_MAIN_ETF_FE_TWO_WAY_CLUSTER,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,TWO_WAY_CLUSTER,CPU_Z,0.00032193053619754774,0.0009018553122878276,0.356964727946076,0.7211182114751928,,-0.0014457058758865942,0.0020895669482816894,DATA_DRIVEN,,742,9,192,0.866952448792905,0.8643903226348592,0.000322
PCA_COMPONENT_1_MAIN_ETF_FE_TWO_WAY_CLUSTER,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,TWO_WAY_CLUSTER,CPU_Z_X_PCA_COMPONENT_1,0.0011948785171655447,0.0009808512447509418,1.2182056387856741,0.22314583739569172,,-0.0007275899225463011,0.0031173469568773907,DATA_DRIVEN,1.0,742,9,192,0.866952448792905,0.8643903226348592,0.001195
PCA_COMPONENT_1_MAIN_ETF_AND_MONTH_FE_CLUSTER_ETF,PCA_COMPONENT_1,PCA_ROBUSTNESS,MAIN,CLUSTER_ETF,CPU_Z_X_PCA_COMPONENT_1,0.0012159536273446952,0.0009126724492235818,1.3323001350365262,0.21946246593934413,,-0.0008886728146517986,0.003320580069341189,DATA_DRIVEN,1.0,742,9,192,0.8963447146780148,0.858024831009998,0.001216
