MODEL,MODEL_FAMILY,CHANNEL,CHANNEL_ROLE,QUALITY,COVARIANCE,PARAMETER,TARGET_PARAMETER,COEFFICIENT,STD_ERROR,TEST_STATISTIC,P_VALUE,SIGNIFICANCE,CI_LOWER_95,CI_UPPER_95,EXPECTED_SIGN,EXPECTED_SIGN_MATCH,N_OBSERVATIONS,N_ETFS,N_MONTHS,N_JOINT_STRESS_MONTHS,R_SQUARED,ADJ_R_SQUARED,COEFFICIENT_WITH_STARS
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CONTINUOUS_ETF_FE_TWO_WAY_CLUSTER,CONTINUOUS,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,TWO_WAY_CLUSTER,CPU_Z_X_VIX_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_Z_X_VIX_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,-0.0037576581037986234,0.001906980831774949,-1.9704750258559918,0.04878395446501394,**,-0.007495340534077523,-1.9975673519723267e-05,NEGATIVE,1.0,2106,26,192,17,0.6487538711091206,0.6428149269008208,-0.003758**
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CONTINUOUS_ETF_MONTH_FE_CLUSTER_ETF,CONTINUOUS,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CLUSTER_ETF,CPU_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_Z_X_VIX_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.0013760758781238085,0.00045856224086144047,3.00084864279003,0.006025879860620999,***,0.00043164926423272835,0.002320502492014889,NEGATIVE,,2106,26,192,17,0.7122313992713898,0.6788160633437303,0.001376***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CONTINUOUS_ETF_MONTH_FE_CLUSTER_ETF,CONTINUOUS,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CLUSTER_ETF,VIX_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_Z_X_VIX_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.00226432400317073,0.0013401960656204575,1.6895468217349512,0.10354948832178318,,-0.0004958614622228904,0.0050245094685643504,NEGATIVE,,2106,26,192,17,0.7122313992713898,0.6788160633437303,0.002264
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CONTINUOUS_ETF_MONTH_FE_CLUSTER_ETF,CONTINUOUS,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CLUSTER_ETF,CPU_Z_X_VIX_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_Z_X_VIX_Z_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,-0.00413358416449985,0.001072250372614462,-3.8550550040108225,0.0007182204978992602,***,-0.006341925145103424,-0.0019252431838962772,NEGATIVE,1.0,2106,26,192,17,0.7122313992713898,0.6788160633437303,-0.004134***
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_CLUSTER_DATE,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_DATE,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0017952328057369263,0.003974216315867561,0.451719952577627,0.6519832647469088,,-0.0060437578164245186,0.00963422342789837,NEGATIVE,,965,13,192,17,0.8865614743322102,0.8839121669386949,0.001795
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_CLUSTER_DATE,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_DATE,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.004308511904354957,0.0047306669435066015,0.9107620459878069,0.36356872825741304,,-0.005022548827960043,0.013639572636669959,NEGATIVE,,965,13,192,17,0.8865614743322102,0.8839121669386949,0.004309
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_CLUSTER_DATE,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_DATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.012874920245236333,0.006775988350282011,-1.9000800443673267,0.05892908169771277,*,-0.02624029970927303,0.0004904592188003636,NEGATIVE,1.0,965,13,192,17,0.8865614743322102,0.8839121669386949,-0.012875*
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0017952328057369263,0.0016406103640226033,1.0942469004859905,0.29532500711657667,,-0.0017793501038805438,0.005369815715354396,NEGATIVE,,965,13,192,17,0.8865614743322102,0.8839121669386949,0.001795
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.004308511904354957,0.0015971405359447668,2.6976410700178715,0.019393812962868864,**,0.000828641613856906,0.007788382194853009,NEGATIVE,,965,13,192,17,0.8865614743322102,0.8839121669386949,0.004309**
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.012874920245236333,0.0027800336482565746,-4.631210220534742,0.0005788885419810438,***,-0.01893209322496435,-0.006817747265508317,NEGATIVE,1.0,965,13,192,17,0.8865614743322102,0.8839121669386949,-0.012875***
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_TWO_WAY_CLUSTER,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,TWO_WAY_CLUSTER,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0017952328057369263,0.003654243825514016,0.49127340469253006,0.6232330874806291,,-0.005367085092270544,0.008957550703744398,NEGATIVE,,965,13,192,17,0.8865614743322102,0.8839121669386949,0.001795
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_TWO_WAY_CLUSTER,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,TWO_WAY_CLUSTER,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.004308511904354957,0.003977688946502693,1.0831696400351098,0.27873313276116907,,-0.0034877584307903206,0.012104782239500235,NEGATIVE,,965,13,192,17,0.8865614743322102,0.8839121669386949,0.004309
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_FE_TWO_WAY_CLUSTER,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,TWO_WAY_CLUSTER,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.012874920245236333,0.0060328803236797185,-2.134124921175853,0.03283255638482967,**,-0.02469936567964858,-0.0010504748108240841,NEGATIVE,1.0,965,13,192,17,0.8865614743322102,0.8839121669386949,-0.012875**
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_MONTH_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0017380655256937472,0.0017465986123934127,0.9951144546668497,0.33932374604063265,,-0.002067445939267999,0.005543576990655493,NEGATIVE,,965,13,192,17,0.9031505404139191,0.8768299748799709,0.001738
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_MONTH_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.004156730731487659,0.002092932793119497,1.9860794121783956,0.07035081165264018,*,-0.0004033780897923691,0.008716839552767686,NEGATIVE,,965,13,192,17,0.9031505404139191,0.8768299748799709,0.004157*
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_REGIME_ETF_MONTH_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.012888721152451661,0.0034727477756330625,-3.7113899382174735,0.0029732517988617668,***,-0.02045518856019931,-0.0053222537447040145,NEGATIVE,1.0,965,13,192,17,0.9031505404139191,0.8768299748799709,-0.012889***
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_DATE,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_DATE,CPU_Z_X_VIX_Z,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.0010006150843459155,0.0006882266261000505,-1.4539034765569383,0.14761426377072712,,-0.0023581159446739953,0.0003568857759821643,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001001
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_DATE,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_DATE,CPU_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.001050177826118736,0.0017309023128177427,-0.6067227586108815,0.5447554129603829,,-0.004464316846151888,0.002363961193914416,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001050
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_DATE,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_DATE,VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.00010179934499788754,0.0015225871969421097,0.06685945159813271,0.9467635277863647,,-0.0029014460270766263,0.0031050447170724014,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,0.000102
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_DATE,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_DATE,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.00167386962496626,0.002082120104636219,-0.8039255858675418,0.4224393715572177,,-0.00578077238949133,0.00243303313955881,NEGATIVE,1.0,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001674
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_ETF,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,CPU_Z_X_VIX_Z,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.0010006150843459155,0.00046946360926409115,-2.131400740335193,0.054418894560573874,*,-0.0020234884192724,2.2258250580568925e-05,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001001*
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_ETF,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,CPU_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.001050177826118736,0.0008714209941578589,-1.2051325744494228,0.25138035836395883,,-0.00294884106823125,0.000848485415993778,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001050
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_ETF,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.00010179934499788754,0.0006405122117080638,0.1589342765634673,0.8763641792248771,,-0.001293756879430174,0.001497355569425949,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,0.000102
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_CLUSTER_ETF,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.00167386962496626,0.0009922293569412926,-1.6869785329938574,0.11740696300139666,,-0.0038357516778424125,0.0004880124279098921,NEGATIVE,1.0,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001674
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_TWO_WAY_CLUSTER,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,TWO_WAY_CLUSTER,CPU_Z_X_VIX_Z,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.0010006150843459155,0.0006247662419547361,-1.6015831476669469,0.10924781986038655,,-0.0022251569185771985,0.00022392674988536729,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001001
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_TWO_WAY_CLUSTER,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,TWO_WAY_CLUSTER,CPU_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.001050177826118736,0.0016653712372024004,-0.630596831900912,0.5283041708646004,,-0.004314305451035441,0.0022139497987979685,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001050
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_TWO_WAY_CLUSTER,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,TWO_WAY_CLUSTER,VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.00010179934499788754,0.0013140689586541212,0.0774687997364698,0.9382506108654894,,-0.00247377581396419,0.002677374503959965,NEGATIVE,,965,13,192,17,0.8855669495899072,0.8828944155038966,0.000102
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_FE_TWO_WAY_CLUSTER,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,TWO_WAY_CLUSTER,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.00167386962496626,0.001966090415414398,-0.851369607339983,0.394564069263566,,-0.00552740683917848,0.00217966758924596,NEGATIVE,1.0,965,13,192,17,0.8855669495899072,0.8828944155038966,-0.001674
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_MONTH_FE_CLUSTER_ETF,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,CPU_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.0012079241502090856,0.0009104512206484794,-1.3267313204860418,0.2092915523381015,,-0.003191626950544181,0.0007757786501260099,NEGATIVE,,965,13,192,17,0.9021440635677526,0.8755499700254795,-0.001208
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_MONTH_FE_CLUSTER_ETF,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-9.718402418099764e-05,0.0008207909120320796,-0.11840289988152224,0.9077073379657755,,-0.0018855337937907582,0.0016911657454287629,NEGATIVE,,965,13,192,17,0.9021440635677526,0.8755499700254795,-0.000097
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CONTINUOUS_ETF_MONTH_FE_CLUSTER_ETF,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CLUSTER_ETF,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,-0.0015816579538923574,0.001236737346062489,-1.2788956029572673,0.22511258275872428,,-0.004276277150421907,0.0011129612426371922,NEGATIVE,1.0,965,13,192,17,0.9021440635677526,0.8755499700254795,-0.001582
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_CLUSTER_DATE,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_DATE,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.0021529001786295783,0.005386881694858623,-0.3996561091520463,0.6898563824777182,,-0.012778319565110986,0.008472519207851827,NEGATIVE,,2106,26,192,17,0.6454089810639674,0.6394134807437929,-0.002153
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_CLUSTER_DATE,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_DATE,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.016387394083213346,0.006843507023339507,-2.39459008770281,0.01760594076902652,**,-0.02988595156345547,-0.0028888366029712186,NEGATIVE,,2106,26,192,17,0.6454089810639674,0.6394134807437929,-0.016387**
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_CLUSTER_DATE,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_DATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,0.014184202465652763,0.00925506474365144,1.5325881404970711,0.12703203373383196,,-0.004071060954034318,0.032439465885339844,NEGATIVE,0.0,2106,26,192,17,0.6454089810639674,0.6394134807437929,0.014184
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_ETF,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.0021529001786295783,0.0028026436245513968,-0.7681676541997667,0.4495832339039581,,-0.00792505277302142,0.003619252415762262,NEGATIVE,,2106,26,192,17,0.6454089810639674,0.6394134807437929,-0.002153
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_ETF,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.016387394083213346,0.009849131415220414,-1.6638415503207713,0.10863089064465721,,-0.03667205994399343,0.0038972717775667444,NEGATIVE,,2106,26,192,17,0.6454089810639674,0.6394134807437929,-0.016387
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_ETF,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,0.014184202465652763,0.011638800472376212,1.2186996846726486,0.23433379207692354,,-0.009786355815009338,0.03815476074631487,NEGATIVE,0.0,2106,26,192,17,0.6454089810639674,0.6394134807437929,0.014184
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_TWO_WAY_CLUSTER,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,TWO_WAY_CLUSTER,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.0021529001786295783,0.0036524936259018743,-0.5894329735066913,0.5555708626123597,,-0.009311787685397251,0.005005987328138096,NEGATIVE,,2106,26,192,17,0.6454089810639674,0.6394134807437929,-0.002153
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_TWO_WAY_CLUSTER,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,TWO_WAY_CLUSTER,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.016387394083213346,0.009556668001510856,-1.7147602156549322,0.08638919842982085,*,-0.03511846336617462,0.0023436751997479334,NEGATIVE,,2106,26,192,17,0.6454089810639674,0.6394134807437929,-0.016387*
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_FE_TWO_WAY_CLUSTER,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,TWO_WAY_CLUSTER,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,0.014184202465652763,0.011616602626733658,1.221028464295594,0.22207524271525358,,-0.008584338682745208,0.03695274361405074,NEGATIVE,0.0,2106,26,192,17,0.6454089810639674,0.6394134807437929,0.014184
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_MONTH_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_ETF,HIGH_CPU_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.002119231112189388,0.002936349276940331,-0.7217231031853343,0.47716128265075514,,-0.00816675565239727,0.003928293428018493,NEGATIVE,,2106,26,192,17,0.7071010021917375,0.6730899308661757,-0.002119
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_MONTH_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_ETF,HIGH_VIX_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.01171334390694811,0.01174615801553002,-0.9972063964626966,0.32821911117376085,,-0.03590500918666435,0.012478321372768135,NEGATIVE,,2106,26,192,17,0.7071010021917375,0.6730899308661757,-0.011713
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_REGIME_ETF_MONTH_FE_CLUSTER_ETF,REGIME,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_ETF,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_VIX_STRESS_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,0.009451331836598808,0.013858926912783556,0.6819670740799451,0.50152969695356,,-0.019091662440069164,0.03799432611326678,NEGATIVE,0.0,2106,26,192,17,0.7071010021917375,0.6730899308661757,0.009451
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_CONTINUOUS_ETF_FE_CLUSTER_DATE,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_DATE,CPU_Z_X_VIX_Z,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.0029536309403681836,0.0014599574399410747,-2.0230938653166457,0.0444574294310435,**,-0.0058333414973297994,-7.39203834065681e-05,NEGATIVE,,2106,26,192,17,0.6480381763471026,0.6420871310196381,-0.002954**
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_CONTINUOUS_ETF_FE_CLUSTER_DATE,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_DATE,CPU_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.0010636895587323983,0.0018890153602081263,-0.5630920643309136,0.5740325982535368,,-0.004789700554829344,0.002662321437364547,NEGATIVE,,2106,26,192,17,0.6480381763471026,0.6420871310196381,-0.001064
GROWTH_DURATION_EXPOSURE_FINAL_MODERATE_CONTINUOUS_ETF_FE_CLUSTER_DATE,CONTINUOUS,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MODERATE,CLUSTER_DATE,VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,CPU_Z_X_VIX_Z_X_GROWTH_DURATION_EXPOSURE_FINAL_MODERATE,-0.006033139674739667,0.0027496679588854644,-2.194133897237944,0.029432305606957504,**,-0.011456755208122036,-0.0006095241413572984,NEGATIVE,,2106,26,192,17,0.6480381763471026,0.6420871310196381,-0.006033**
