MODEL,CHANNEL,CHANNEL_ROLE,QUALITY,SHOCK,HORIZON_MONTHS,OUTCOME,COVARIANCE,PARAMETER,TARGET_PARAMETER,COEFFICIENT,STD_ERROR,TEST_STATISTIC,P_VALUE,SIGNIFICANCE,CI_LOWER_95,CI_UPPER_95,EXPECTED_SIGN,EXPECTED_SIGN_MATCH,N_OBSERVATIONS,N_ETFS,N_MONTHS,N_POSITIVE_SHOCK_MONTHS,R_SQUARED,ADJ_R_SQUARED,COEFFICIENT_WITH_STARS
INTERNAL_FINANCIAL_CAPACITY_MAIN_EXTREME_CPU_REGIME_12M_ETF_FE_TWO_WAY_CLUSTER,INTERNAL_FINANCIAL_CAPACITY,PRIMARY,MAIN,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,EXTREME_CPU_REGIME_X_INTERNAL_FINANCIAL_CAPACITY_MAIN,-0.07257617085013535,0.003466196366301334,-20.93827446007597,2.399948039828958e-97,***,-0.07936991572808597,-0.06578242597218473,POSITIVE,0.0,1501,23,180,9,0.17514554115091052,0.1594553748141072,-0.072576***
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_AND_VIX_STRESS_1M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.003362686759003983,0.0006607654499175233,5.0890777649220515,3.59809050980232e-07,***,0.0020675864771656375,0.004657787040842329,NEGATIVE,0.0,1804,24,191,17,0.08861230287039978,0.07371363138406473,0.003363***
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_AND_VIX_STRESS_3M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.0010052552524943785,0.004535170215741812,0.2216576676670448,0.8245803866312783,,-0.007883678370359574,0.00989418887534833,NEGATIVE,0.0,1756,24,189,17,0.05737739860798363,0.04153959128447937,0.001005
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_AND_VIX_STRESS_6M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_AND_VIX_STRESS,6,CUM_RETURN_LEAD6,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,3.181384663617339e-05,0.009433905534361412,0.0033722880222084913,0.997309308552404,,-0.018458641000712196,0.01852226869398454,NEGATIVE,0.0,1684,24,186,17,0.06301154611960302,0.04658309076136158,0.000032
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_AND_VIX_STRESS_12M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_AND_VIX_STRESS,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_AND_VIX_STRESS_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,-0.016013121917187144,0.0,,,,-0.016013121917187144,-0.016013121917187144,NEGATIVE,1.0,1540,24,180,15,0.12645439515773504,0.10967769148857887,-0.016013
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_SHOCK_1M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_SHOCK,1,ETF_RETURN_LEAD1,TWO_WAY_CLUSTER,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.0015049798864720464,0.0,,,,0.0015049798864720464,0.0015049798864720464,NEGATIVE,0.0,422,11,120,62,0.1286533712531761,0.09422980073478315,0.001505
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_SHOCK_3M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_SHOCK,3,CUM_RETURN_LEAD3,TWO_WAY_CLUSTER,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,-0.00018274484325427054,0.0,,,,-0.00018274484325427054,-0.00018274484325427054,NEGATIVE,1.0,422,11,120,62,0.1793370281849227,0.1469157749774136,-0.000183
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_SHOCK_6M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_SHOCK,6,CUM_RETURN_LEAD6,TWO_WAY_CLUSTER,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.0038629344301075,0.0,,,,0.0038629344301075,0.0038629344301075,NEGATIVE,0.0,422,11,120,62,0.2075317696625093,0.17622438278497887,0.003863
PORTFOLIO_CONCENTRATION_FINAL_MAIN_CPU_SHOCK_12M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,CPU_SHOCK,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,CPU_SHOCK_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.0130055831295285,0.018067559681262123,0.7198306444791545,0.4716292745366737,,-0.02240683384574526,0.04841800010480226,NEGATIVE,0.0,422,11,120,62,0.39165936147863334,0.36762615106791274,0.013006
PORTFOLIO_CONCENTRATION_FINAL_MAIN_EXTREME_CPU_REGIME_1M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,EXTREME_CPU_REGIME,1,ETF_RETURN_LEAD1,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.0024823349777205296,0.0019780427837552345,1.2549450386547842,0.20949871259175346,,-0.00139462887843973,0.006359298833880789,NEGATIVE,0.0,1804,24,191,19,0.0633150115553669,0.04800279923017281,0.002482
PORTFOLIO_CONCENTRATION_FINAL_MAIN_EXTREME_CPU_REGIME_3M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,EXTREME_CPU_REGIME,3,CUM_RETURN_LEAD3,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.010813320893227542,0.009472270456718525,1.141576451246473,0.25363011705563154,,-0.0077523292019407684,0.029378970988395852,NEGATIVE,0.0,1756,24,189,18,0.04998016821626161,0.03401807370772847,0.010813
PORTFOLIO_CONCENTRATION_FINAL_MAIN_EXTREME_CPU_REGIME_6M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.02956665402898019,0.02362118860292863,1.251700518800922,0.21067901098032948,,-0.01673087563275992,0.0758641836907203,NEGATIVE,0.0,1684,24,186,15,0.06828586600391073,0.05194988662913047,0.029567
PORTFOLIO_CONCENTRATION_FINAL_MAIN_EXTREME_CPU_REGIME_12M_ETF_FE_TWO_WAY_CLUSTER,PORTFOLIO_CONCENTRATION_FINAL,PRIMARY,MAIN,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,EXTREME_CPU_REGIME_X_PORTFOLIO_CONCENTRATION_FINAL_MAIN,0.002093100975822381,0.01253067614862744,0.16703815109383788,0.8673400303787618,,-0.0224670242754874,0.026653226227132162,NEGATIVE,0.0,1540,24,180,9,0.1823010853601923,0.16659693401942777,0.002093
