TIMESTAMP_UTC,CIK10,ATTEMPT_IN_RUN,STARTED_AT_UTC,HTTP_STATUS,SUCCESS,ERROR,URL
2026-07-12T13:27:23.054470+00:00,0001609711,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001609711.json
2026-07-12T13:27:24.087810+00:00,0000749251,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000749251.json
2026-07-12T13:27:24.997575+00:00,0000014693,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000014693.json
2026-07-12T13:27:25.650274+00:00,0001819994,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001819994.json
2026-07-12T13:27:26.226256+00:00,0001964738,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001964738.json
2026-07-12T13:27:27.248296+00:00,0001333986,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001333986.json
2026-07-12T13:27:27.847597+00:00,0001852131,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001852131.json
2026-07-12T13:27:29.004824+00:00,0001018724,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001018724.json
2026-07-12T13:27:30.185800+00:00,0000915913,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000915913.json
2026-07-12T13:27:31.525781+00:00,0001109357,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001109357.json
2026-07-12T13:27:32.564228+00:00,0001341439,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001341439.json
2026-07-12T13:27:33.914757+00:00,0000780571,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000780571.json
2026-07-12T13:27:35.077518+00:00,0000050863,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000050863.json
2026-07-12T13:27:36.019949+00:00,0000277948,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000277948.json
2026-07-12T13:27:37.072748+00:00,0000898293,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000898293.json
2026-07-12T13:27:37.871719+00:00,0001567683,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001567683.json
2026-07-12T13:27:38.946191+00:00,0000827052,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000827052.json
2026-07-12T13:27:39.913436+00:00,0001289490,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001289490.json
2026-07-12T13:27:40.889849+00:00,0000040987,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000040987.json
2026-07-12T13:27:41.938860+00:00,0001467858,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001467858.json
2026-07-12T13:27:42.881781+00:00,0001820721,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001820721.json
2026-07-12T13:27:44.071716+00:00,0000731766,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000731766.json
2026-07-12T13:27:45.443915+00:00,0000720005,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000720005.json
2026-07-12T13:27:46.224048+00:00,0001178670,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001178670.json
2026-07-12T13:27:47.561937+00:00,0000051143,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051143.json
2026-07-12T13:27:48.660544+00:00,0000059478,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000059478.json
2026-07-12T13:27:49.660128+00:00,0001603145,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001603145.json
2026-07-12T13:27:50.678345+00:00,0000277135,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000277135.json
2026-07-12T13:27:51.530978+00:00,0001739940,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001739940.json
2026-07-12T13:27:52.658244+00:00,0000086312,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000086312.json
2026-07-12T13:27:53.398813+00:00,0001585521,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001585521.json
2026-07-12T13:27:53.978181+00:00,0001967680,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001967680.json
2026-07-12T13:27:55.135187+00:00,0000031462,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000031462.json
2026-07-12T13:27:56.095689+00:00,0000091142,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000091142.json
2026-07-12T13:27:57.407578+00:00,0000051434,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051434.json
2026-07-12T13:27:58.071833+00:00,0001811414,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001811414.json
2026-07-12T13:27:59.153480+00:00,0001370946,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001370946.json
2026-07-12T13:28:00.300013+00:00,0001022671,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022671.json
2026-07-12T13:28:01.079831+00:00,0001543151,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001543151.json
2026-07-12T13:28:02.124949+00:00,0000788784,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000788784.json
2026-07-12T13:28:03.068414+00:00,0001091667,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001091667.json
2026-07-12T13:28:04.201163+00:00,0001467373,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001467373.json
2026-07-12T13:28:05.424351+00:00,0000885725,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885725.json
2026-07-12T13:28:06.329560+00:00,0001093557,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001093557.json
2026-07-12T13:28:07.425541+00:00,0001137789,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001137789.json
2026-07-12T13:28:08.443217+00:00,0000900075,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000900075.json
2026-07-12T13:28:09.610349+00:00,0001404912,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001404912.json
2026-07-12T13:28:10.756377+00:00,0000896878,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000896878.json
2026-07-12T13:28:11.981254+00:00,0000732717,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000732717.json
2026-07-12T13:28:13.003795+00:00,0000104169,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000104169.json
2026-07-12T13:28:14.076564+00:00,0000912562,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000912562.json
2026-07-12T13:28:15.150087+00:00,0000009389,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000009389.json
2026-07-12T13:28:16.411393+00:00,0000732712,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000732712.json
2026-07-12T13:28:17.789516+00:00,0000070858,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json
2026-07-12T13:28:18.911340+00:00,0001219601,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001219601.json
2026-07-12T13:28:19.820358+00:00,0001744489,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001744489.json
2026-07-12T13:28:20.990888+00:00,0000064040,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000064040.json
2026-07-12T13:28:21.964219+00:00,0001065280,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001065280.json
2026-07-12T13:28:22.931948+00:00,0000097476,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000097476.json
2026-07-12T13:28:24.179011+00:00,0000080661,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000080661.json
2026-07-12T13:28:24.923076+00:00,0001176948,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001176948.json
2026-07-12T13:28:25.803392+00:00,0001393052,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001393052.json
2026-07-12T13:28:26.480095+00:00,0001756262,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001756262.json
2026-07-12T13:28:27.476283+00:00,0001659166,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001659166.json
2026-07-12T13:28:28.235842+00:00,0001781335,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001781335.json
2026-07-12T13:28:29.050780+00:00,0001403568,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001403568.json
2026-07-12T13:28:29.828589+00:00,0001755672,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001755672.json
2026-07-12T13:28:31.022933+00:00,0000101829,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000101829.json
2026-07-12T13:28:32.079868+00:00,0001065696,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001065696.json
2026-07-12T13:28:33.257729+00:00,0000795266,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000795266.json
2026-07-12T13:28:34.441402+00:00,0001037540,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001037540.json
2026-07-12T13:28:35.605154+00:00,0001408198,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001408198.json
2026-07-12T13:28:36.592384+00:00,0001260221,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001260221.json
2026-07-12T13:28:37.340138+00:00,0001671933,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001671933.json
2026-07-12T13:28:38.619969+00:00,0000078003,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000078003.json
2026-07-12T13:28:39.570997+00:00,0001596532,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001596532.json
2026-07-12T13:28:40.781505+00:00,0000319201,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000319201.json
2026-07-12T13:28:41.400195+00:00,0001451809,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001451809.json
